author:ID(Author)
"""Colored Quartet"" (name unknown)"
"Aaberg, J. C. (Jens Christian)"
"Mears, James R."
"Mech, L. David"
"Mechthild, of Magdeburg"
"Medicine, Royal Society of"
"Medley, D. J. (Dudley Julius)"
"Medrano, Pura"
"Mee, Arthur"
"Mee, Cornelia"
"Mee, Huan"
"Meek, S. P. (Sterner St. Paul)"
"Meeker, Ezra"
"Meem, J. C."
"Meer Hasan Ali, Mrs."
"Mei, Yuan"
"Meier, Georg Friedrich"
"Meier, J. Alois"
"Meignan, Victor"
"Meigret, Louis, active 16th century"
"Meigs, Cornelia"
"Meijboom, Margaretha"
"Meiklejohn, J. M. D. (John Miller Dow)"
"Meillac, Camille"
"Meinhold, Wilhelm"
"Meisel-Hess, Grete"
"Meister, Jacques-Henri"
"Melanchthon, Philipp"
"Melas, Leon"
"Melba, Nellie"
"Meldola, Raphael"
"Melegari, Dora"
"Melius, Louis"
"Melkanoff, Michel A."
"Meller, Henry James"
"Mellin, G. H. (Gustaf Henrik)"
"Mello, Thomaz José de"
"Melo, Joaquim Lopes Carreira de"
"Meloney, Marie Mattingly"
"Melson, Charles D."
"Melville, Frederick John"
"Melville, G. J. Whyte"
"Melville, Herman"
"Melville, Lewis"
"Melville, Velma Caldwell"
"Menant, Delphine"
"Mencken, H. L. (Henry Louis)"
"Mendel, Florence Emma Voigt"
"Mendel, Gregor"
"Mendeleyev, Dmitry Ivanovich"
"Mendell, M."
"Mendelssohn, Erich von"
"Mendelssohn-Bartholdy, Felix"
"Menefee, Maud"
"Menel, R."
"Meng, Yuanlao, active 1126-1147"
"Menpes, Dorothy"
"Menpes, Mortimer"
"Menzel, Johann Daniel von"
"Menzel, Wolfgang"
"Menzies, Allan"
"Menzies, Sutherland, active 1840-1883"
"Mercer, Henry C."
"Mercer, John Edward"
"Merchant, Thomas Edward"
"Mercier de Compiègne, Claude-François-Xavier"
"Mercier, Ernest"
"Meredith, Ellis"
"Meredith, George"
"Meredith, Isabel"
"Meredith, L. P."
"Mereto, Joseph J."
"Merezhkovsky, Dmitry Sergeyevich"
"Meriläinen, Heikki"
"Merington, Marguerite"
"Merivale, Herman Charles"
"Merkley, George E."
"Merle d'Aubigné, J. H. (Jean Henri)"
"Merlet, Luc. (Lucien)"
"Merliss, Reuben (Reuben Robert)"
"Merret, Christopher"
"Merriam, George Spring"
"Merrick, Caroline E. (Caroline Elizabeth)"
"Merrick, George Byron"
"Merrick, Leonard"
"Merrick, W. Percy"
"Merrifield, Mary P. (Mary Philadelphia)"
"Merril, Judith"
"Merrill, Jason L."
"Merrill, Rufus"
"Merrill, Stuart"
"Merriman, Henry Seton"
"Merriman, Owen"
"Merriman, Roger Bigelow"
"Merritt, Abraham"
"Merry, William L. (William Lawrence)"
"Merryweather, F. Somner (Frederick Somner)"
"Mertens, Charles de"
"Merwin, Bannister"
"Merwin, Henry Childs"
"Merwin, Sam"
"Merwin, Samuel"
"Merz, Robert L."
"Merényi, László"
"Mesick, John F."
"Mesquita, Marcelino"
"Messenger, Ruth Ellis"
"Metastasio, Pietro"
"Metcalf, A."
"Metcalf, Artie L."
"Metcalfe, Francis"
"Metcalfe, Frederick"
"Metchnikoff, Elie"
"Metchnikoff, Olga"
"Metelerkamp, Sanni"
"Methley, Alice A."
"Metternich, Klemens Wenzel  von"
"Mettrie, Julien Offray de la"
"Metz-Koning, Maria Catherina"
"Meurman, Agathon"
"Meyer, Annie Nathan"
"Meyer, Conrad Ferdinand"
"Meyer, F. B. (Frederick Brotherton)"
"Meyer, Henry C. (Henry Coddington)"
"Meyer, Hugo Richard"
"Meyer, Robert B."
"Meyer, Zoe"
"Meyers, Augustus"
"Meynell, Alice"
"Meynell, Everard"
"Meyrink, Gustav"
"Mezger, George"
"Michael, Edmund"
"Michaelis, Richard"
"Michaud, Joseph Francois"
"Michaëlis, Karin"
"Micheaux, Oscar"
"Michel, Ernest"
"Michel, F."
"Michelet, Jules"
"Michell, Edward B."
"Michell, Thomas"
"Michelson, Albert A. (Albert Abraham)"
"Michelson, B. N."
"Michelson, Miriam"
"Michie, Alexander"
"Mickalitis, A. B."
"Mickiewicz, Adam"
"Mickley, Jeremiah Marion"
"Middleton, Edgar C."
"Middleton, J. H. (John Henry)"
"Middleton, Lydia Miller"
"Middleton, Richard"
"Middleton, Thomas C. (Thomas Cooke)"
"Miers, Henry A."
"Mighels, Philip Verrill"
"Mignet, M. (François-Auguste-Marie-Alexis)"
"Mikes, Kelemen"
"Mikszáth, Kálmán"
"Milan, Luis"
"Miles, Alexander"
"Miles, Alfred H. (Alfred Henry)"
"Miles, Anna Marie"
"Miles, Clement A."
"Miles, George Henry"
"Miles, Nelson Appleton"
"Mill, John Stuart"
"Mill, Mrs. (Jean Oliver)"
"Millais, John Guille"
"Millard, Max"
"Millay, Edna St. Vincent"
"Miller, Alex. McVeigh, Mrs."
"Miller, Alice Duer"
"Miller, Barnette"
"Miller, Charles C."
"Miller, Claude Harris"
"Miller, David Hunter"
"Miller, David"
"Miller, Delavan S."
"Miller, E. P., Mrs."
"Miller, Edwin L. (Edwin Lillie)"
"Miller, Elizabeth"
"Miller, Florence Fenwick"
"Miller, Francis Trevelyan"
"Miller, Frank E. (Frank Ebenezer)"
"Miller, Frank Justus"
"Miller, Freeman Edwin"
"Miller, George A. (George Amos)"
"Miller, George Laing"
"Miller, Gerrit S. (Gerrit Smith)"
"Miller, Gustavus Hindman"
"Miller, Henry Russell"
"Miller, Hugh"
"Miller, Irene"
"Miller, J. R. (James Russell)"
"Miller, James"
"Miller, Joaquin"
"Miller, John Alexander"
"Miller, John Maurice"
"Miller, John Ormsby"
"Miller, John"
"Miller, Kelly"
"Miller, Leo E. (Leo Edward)"
"Miller, Lewis"
"Miller, Madeleine S. (Madeleine Sweeny)"
"Miller, Marion Mills"
"Miller, Mary Christina"
"Miller, Mary Rogers"
"Miller, Mrs. Alex. McVeigh"
"Miller, Olive Thorne"
"Miller, R. DeWitt"
"Miller, T. A. H. (Thomas Arrington Huntington)"
"Miller, Thomas"
"Miller, W. G. (Wesson Gage)"
"Miller, Walter M."
"Miller, William J."
"Miller, William James"
"Milligan, William"
"Millingen, J. G. (John Gideon)"
"Millington, Powell"
"Millot, Michel, active 1655"
"Mills, Charles"
"Mills, Ella"
"Mills, Enos A."
"Mills, Harlow S. (Harlow Spencer)"
"Mills, J. Saxon (John Saxon)"
"Mills, Joe"
"Mills, John"
"Mills, Lewis Sprague"
"Mills, Thomas Ross"
"Mills, Wesley"
"Mills, Weymer Jay"
"Mills, William Hemmingway"
"Mills, William Wallace"
"Milman, Henry Hart"
"Miln, Louise Jordan"
"Milne, A. A. (Alan Alexander)"
"Milne, James"
"Milne, John Stewart"
"Milne, Peter"
"Milner, Alfred Milner, Viscount"
"Milton, John"
"Mims, Edwin"
"Minckley, W. L."
"Mindeleff, Cosmos"
"Mindeleff, Victor"
"Miner, James Burt"
"Mingjiaozhongren, pseud."
"Minnigh, H. N. (Henry N.)"
"Minstrel, Henry the"
"Minto, William"
"Mioni, Ugo"
"Mira, José Paulo de"
"Mirabeau, Honoré-Gabriel de Riqueti, comte de"
"Miramon-Fargues, Vicomte de"
"Miranda, A. Augusto de"
"Miranda, Francisco Luís Coutinho de"
"Mirbeau, Octave"
"Mirmont, Madame Henri de la Ville de"
"Mises, Ludwig von"
"Mistral, Frédéric"
"Mitchell, Alexander F. (Alexander Ferrier)"
"Mitchell, Broadus"
"Mitchell, C. Ainsworth (Charles Ainsworth)"
"Mitchell, C. L. (Charles L.)"
"Mitchell, Conrad"
"Mitchell, David M."
"Mitchell, Donald Grant"
"Mitchell, Edmund"
"Mitchell, George"
"Mitchell, I. (Isaac)"
"Mitchell, J. Murray (John Murray)"
"Mitchell, John Ames"
"Mitchell, Langdon Elwyn"
"Mitchell, Lebbeus"
"Mitchell, Logan"
"Mitchell, Lucy Sprague"
"Mitchell, Maria"
"Mitchell, P. Chalmers (Peter Chalmers), Sir"
"Mitchell, Ruth Comfort"
"Mitchell, S. Weir (Silas Weir)"
"Mitchell, Silas Wier"
"Mitchell, T. L. (Thomas Livingstone)"
"Mitford, Bertram"
"Mitford, Edward Ledwich"
"Mitford, Mary Russell"
"Mitra, Dinabandhu"
"Mitre, Bartolomé"
"Mittag-Leffler, Magnus Gustaf"
"Mitton, G. E. (Geraldine Edith)"
"Mivart, St. George Jackson"
"Mixson, Frank M."
"Mo, Di"
"Mo, Langzi, pseud."
"Moberly, L. G. (Lucy Gertrude)"
"Mockler, Geraldine"
"Mockler-Ferryman, A. F. (Augustus Ferryman)"
"Moe, Jørgen Engebretsen"
"Moeller, Philip"
"Moffett, Cleveland"
"Mohler, Will"
"Moinaux, Jules"
"Moir, D. M. (David Macbeth)"
"Moir, George"
"Moisa, Dorin Teodor"
"Molard, Étienne"
"Molbech, Chr. K. F. (Christian Knud Frederik)"
"Moldenke, Charles E."
"Moldeven, Meyer"
"Molera, E. J. (Eusebius Joseph)"
"Molesworth, Mrs."
"Molina, Enrique"
"Molineux, Roland Burnham"
"Molkenboer, Theodoor"
"Moll, Albert"
"Mollard, John"
"Mollinger-Hooyer, Dina"
"Molloy, J. Fitzgerald (Joseph Fitzgerald)"
"Molnár, Ferenc"
"Molt, E."
"Moltke, Helmuth, Graf von"
"Mommsen, Theodor"
"Monash, Sir John"
"Moncada, Francisco de"
"Monckton, H. W."
"Moncrieff, A. R. Hope (Ascott Robert Hope)"
"Money, Edward"
"Monier-Williams, Sir Monier"
"Monk, Maria"
"Monkhouse, Allan"
"Monkhouse, W. Cosmo (William Cosmo)"
"Monks, William"
"Monnier, Marc"
"Monod, Gabriel"
"Monro, Alexander"
"Monro, D. B. (David Binning)"
"Monro, Donald"
"Monroe, Harriet Earhart"
"Monroe, J. Albert (John Albert)"
"Monroe, James"
"Monstrelet, Enguerrand de"
"Montagu, Edward Wortley"
"Montagu, Mary Wortley, Lady"
"Montagu, Mrs. (Elizabeth)"
"Montagu, Victor Alexander"
"Montaigne, Michel de"
"Montalba, Anthony R. (Anthony Reubens)"
"Montano, Joseph"
"Montblanc, Charles, comte de"
"Montefiore, Judith Cohen, Lady"
"Montefiore, Moses, Sir"
"Monteith, James"
"Montespan, Françoise-Athénaïs de Rochechouart de Mortemart, marquise de"
"Montesquieu, Charles de Secondat, baron de"
"Montesquiou-Fézensac, Robert de"
"Montessori, Maria"
"Monteverde, Cesare"
"Monteyne, Lode"
"Montgolfier, Adélaïde de"
"Montgomery Real Estate Agents' Association, Montgomery, Ala."
"Montgomery, D. H. (David Henry)"
"Montgomery, Frances Trego"
"Montgomery, H. B. (Helen Barrett)"
"Montgomery, L. M. (Lucy Maud)"
"Montgomery, Rutherford G. (Rutherford George)"
"Montijn-de Fouw, Nelly"
"Montolieu, Isabelle de"
"Montoya, Gabriel"
"Montrésor, F. F. (Frances Frederica)"
"Moodie, Susanna"
"Moody, Charles Stuart"
"Moody, Dwight Lyman"
"Moody, Joel"
"Moody, John"
"Moody, Julia"
"Moody, Katharine Twining"
"Moody, William Vaughn"
"Moojen, João"
"Moon, James H."
"Moon, John W."
"Mooney, James"
"Moor, J. F. (John Frewen)"
"Moore, Addison Webster"
"Moore, Aubertine Woodward"
"Moore, Bernard"
"Moore, Bloomfield H., Mrs. (Clara Jessup)"
"Moore, C. L. (Catherine Lucile)"
"Moore, Clement Clarke"
"Moore, Clifford Herschel"
"Moore, Cora"
"Moore, Dan T."
"Moore, Edward Alexander"
"Moore, Edward Caldwell"
"Moore, Edward"
"Moore, Frank Frankfort"
"Moore, Frank"
"Moore, Frederick Ferdinand"
"Moore, Gay Montague"
"Moore, George Augustus"
"Moore, George Edward"
"Moore, George Foot"
"Moore, George"
"Moore, Harris W."
"Moore, Harry"
"Moore, Henry Charles"
"Moore, J. Hampton (Joseph Hampton)"
"Moore, John Hamilton"
"Moore, John Trotwood"
"Moore, John W. (John Wheeler)"
"Moore, Leslie"
"Moore, N. Hudson"
"Moore, Nelle E."
"Moore, T. Sturge (Thomas Sturge)"
"Moore, Thomas"
"Moore, Walter W."
"Moore, Ward"
"Moorhouse, Herbert Joseph"
"Moorland, Jesse Edward"
"Moorman, F. W. (Frederic William)"
"Moorman, J. J. (John Jennings)"
"Moraes, Anselmo de"
"Moraes, Wenceslau de"
"Moraitides, Alexandros"
"Morandi, Luigi"
"Morang, George N. (George Nathaniel)"
"Morant, George"
"Morante, José"
"Morató, Joseph"
"Mordell, Albert"
"More, Hannah"
"More, Henry"
"More, Paul Elmer"
"More, Thomas, Saint"
"Moreck, Curt"
"Morehart, Malcolm B."
"Moreno, Francisco Pascasio"
"Moreton, Charles"
"Morey, Almira"
"Morford, Henry"
"Morga, Antonio de"
"Morgan, A. P. (Andrew Price)"
"Morgan, Appleton"
"Morgan, C. Lloyd (Conwy Lloyd)"
"Morgan, Charles Langbridge"
"Morgan, George Blacker"
"Morgan, Godfrey Charles"
"Morgan, J. H. (John Hartman)"
"Morgan, J. de (Jacques)"
"Morgan, John (John Hamilton)"
"Morgan, Lady Sidney"
"Morgan, Lewis Henry"
"Morgan, Louisa"
"Morgan, Shepard Ashman"
"Morgan, Sidney"
"Morgan, Thomas Hunt"
"Morgan, W. H. (William Henry)"
"Morgan, William"
"Morganti, Bento"
"Morgenstern, Christian"
"Morgenthaler, Hans"
"Morice, Charles"
"Morier, James Justinian"
"Morillo, Francisco"
"Morison, J. L. (John Lyle)"
"Morison, James Cotter"
"Morison, William"
"Moritz, Karl Philipp"
"Morlae, Edward"
"Morley, Christopher"
"Morley, John"
"Morley, Margaret W."
"Morley, Margaret Warner"
"Morley, Sylvanus Griswold"
"Morley, Thomas"
"Mornay, Philippe de, seigneur du Plessis-Marly"
"Morrey, Charles Bradfield"
"Morris, Alexander"
"Morris, Charles E. (Charles Eugene)"
"Morris, Charles"
"Morris, Clara"
"Morris, Corbyn"
"Morris, Edmund"
"Morris, Edward Ellis"
"Morris, Elisabeth Woodbridge"
"Morris, George Pope"
"Morris, Gouverneur"
"Morris, Harrison S. (Harrison Smith)"
"Morris, Joseph E. (Joseph Ernest)"
"Morris, Kenneth"
"Morris, Lewis"
"Morris, Mowbray"
"Morris, Percy C."
"Morris, Phillips"
"Morris, William O'Connor"
"Morris, William"
"Morrison, Arthur"
"Morrison, George Ernest"
"Morrison, Gertrude W."
"Morrison, Harry Steele"
"Morrison, John Arch"
"Morrison, John"
"Morrison, Marion"
"Morrison, Sophia"
"Morrison, Thomas"
"Morrison, William Douglas"
"Morrow, Honoré"
"Morrow, Lowell Howard"
"Morrow, Maud E."
"Morrow, W. C. (William Chambers)"
"Morse, Edward Sylvester"
"Morse, Frances Clary"
"Morse, John Torrey"
"Morse, John"
"Morse, Katharine Duncan"
"Morse, Peter"
"Morse, Samuel Finley Breese"
"Morselli, Ercole Luigi"
"Mortimer, Favell Lee"
"Mortimer, Geoffrey"
"Mortimer, Mrs. Favell Lee (Bevan)"
"Mortimore, D."
"Morton, Agnes H."
"Morton, Allen &"
"Morton, David"
"Morton, Edward"
"Morton, George A. (George Alexander)"
"Morton, James F. (James Ferdinand)"
"Morton, John Maddison"
"Morton, Martha"
"Morton, Samuel George"
"Morton, Thomas"
"Morton, William A."
"Mosby, John Singleton"
"Moscheles, Felix"
"Moser, Isabel A."
"Moses, Belle"
"Moses, Montrose Jonas"
"Mosneron de Launay, Jean-Baptiste, baron"
"Moss, Arthur B."
"Moss, C. R. (Claude Russell)"
"Moss, Edward George Britton"
"Moss, James A. (James Alfred)"
"Moss, Maria J."
"Mosso, A. (Angelo)"
"Mota, João Xavier da"
"Mothersole, Jessie"
"Motley, John Lothrop"
"Mott, F. W. (Frederick Walker)"
"Mott, Henry A. (Henry Augustus)"
"Mott, Walter Fenton"
"Mouhot, Henri"
"Moukhanoff, Michael"
"Moule, H. C. G. (Handley Carr Glyn)"
"Moulton, Forest Ray"
"Moulton, Richard G. (Richard Green)"
"Moulton, William U."
"Mountain, Plum Rocky"
"Mountevans, Edward Ratcliffe Garth Russell Evans, baron"
"Mousinho de Albuquerque, Luís da Silva"
"Mousley, Edward O. (Edward Opotiki)"
"Mower, Sarah S."
"Mowry, Arthur May"
"Mowry, Sylvester"
"Moxon, Elizabeth"
"Moyer, Bess"
"Mozart, Wolfgang Amadeus"
"Mu, Shiying"
"Muddiman, Bernard"
"Mudge, Zachariah Atwell"
"Mudie, Robert"
"Mueller, A."
"Mueller, John Theodore"
"Mufti-zada, K. Ziya, bey"
"Muir, John"
"Muir, M. M. Pattison (Matthew Moncrieff Pattison)"
"Muir, Pearson M'Adam"
"Muir, Ramsay"
"Muir, Ward"
"Muirhead, James F. (James Fullarton)"
"Mukerji, A. P., swámi"
"Mukerji, Dhan Gopal"
"Mukerji, S."
"Mulazzi, Virginia"
"Mulets, Lenore Elizabeth"
"Mulford, Clarence Edward"
"Mulholland, Clara"
"Mullem, Louis"
"Mullen, Stanley"
"Muller, Eugène"
"Muller, Julius Washington"
"Muller, Samuel"
"Mullgardt, Louis Christian"
"Mullins, Isla May"
"Mullois, M. L'Abbé Isidore"
"Muls, Jozef"
"Multhauf, Robert P."
"Mumford, John Kimberly"
"Munde, Charles"
"Mundell, Frank"
"Mundy, Talbot"
"Munford, Beverley B. (Beverley Bland)"
"Munger, Dell H."
"Munk, J. A. (Joseph Amasa)"
"Munn, Charles Clark"
"Munn, William Augustus"
"Munro, Bruce Weston"
"Munro, Colin"
"Munro, James"
"Munro, John"
"Munro, Neil"
"Munro, Robert"
"Munro, William Bennett"
"Munroe, Kirk"
"Munsell, A. H. (Albert Henry)"
"Munsell, Ida Hamilton"
"Munsell, Joel"
"Munsey, Frank Andrew"
"Munthe, Axel"
"Muratori, Lodovico Antonio"
"Murdoch, John"
"Murdock, Charles A. (Charles Albert)"
"Murfree, Mary Noailles"
"Murger, Henri"
"Murison, Alexander Falconer"
"Murphy, Arthur"
"Murphy, Emily F. (Emily Ferguson)"
"Murphy, Ethel Allen"
"Murphy, Henry Cruse"
"Murphy, John"
"Murphy, Thos. D. (Thomas Dowler)"
"Murphy, Yolanda"
"Murray, Andrew"
"Murray, Archibald K."
"Murray, Charles Augustus"
"Murray, Charles Theodore"
"Murray, Charles"
"Murray, Clara"
"Murray, D. L. (David Leslie)"
"Murray, David Christie"
"Murray, David"
"Murray, E. R. (Elsie Riach)"
"Murray, Gilbert"
"Murray, Henry A. (Henry Anthony)"
"Murray, James Augustus Henry, Sir"
"Murray, John"
"Murray, Margaret Alice"
"Murray, Marr"
"Murray, R. F. (Robert Fuller)"
"Murray, Roy Irving"
"Murray, Samuel"
"Murray, Stewart Lygon"
"Murray, T. B. (Thomas Boyles)"
"Murray, W. H. H. (William Henry Harrison)"
"Murrey, Thomas J. (Thomas Jefferson)"
"Murri, Romolo"
"Murry, John Middleton"
"Museum, British"
"Musgrave, H."
"Musgrove, Charles David"
"Musgrove, Charles Hamilton"
"Mushanokoji, Saneatsu"
"Musick, John R. (John Roy)"
"Musil, Robert"
"Muskett, Philip E."
"Musset, Alfred de"
"Musset, Paul de"
"Mussey, R. D. (Reuben Dimond)"
"Musters, George C."
"Musäus, Johann Karl August"
"Muther, Richard"
"Mutzenberg, Chas. G"
"Muybridge, Eadweard"
"Muzzey, A. B. (Artemas Bowers)"
"Muñoz Escámez, José"
"Muñoz Seca, Pedro"
"Muñón, Sancho de"
"Myddleton, W. H. (William Henry)"
"Myer, Edmund J. (Edmund John)"
"Myer, Isaac"
"Myers, Anna Balmer"
"Myers, F. W. H. (Frederic William Henry)"
"Myers, Gustavus"
"Myers, Howard L."
"Myers, Jane Pentzer"
"Myers, P. V. N. (Philip Van Ness)"
"Myers, Sarah A. (Sarah Ann)"
"Myers, William Starr"
"Myerson, Abraham"
"Myrand, Ernest"
"Myrica, Pierre de"
"Myrtle, Harriet"
"Márki, Sándor"
"Mäkelä, August Bernhard"
"Mäkinen, Antti"
"Méneval, Claude-François, baron de"
"Méneval, Napoléon Joseph Ernest de"
"Méras, Albert A."
"Mérimée, Prosper"
"Mérouvel, Charles"
"Méry, Joseph"
"Méténier, Oscar"
"Móricz, Zsigmond"
"Mörike, Eduard"
"Möser, Justus"
"Mücke, Hellmuth von"
"Mügge, Theodor"
"Mühlbach, L. (Luise)"
"Müller von Königswinter, Wolfgang"
"Müller, F. Max (Friedrich Max)"
"Müller, Florian"
"Müller, Fritz"
"Müller, George"
"Müller, Karl Otfried"
"Müller, Michael"
"Müller, Susannah Grace Sanger"
"Mültzer, Marcel"
"Münsterberg, Hugo"
"Nabl, Franz"
"Nadaillac, Jean-François-Albert du Pouget, marquis de"
"Nadar, Félix"
"Nadaud, Marcel"
"Nadin, Mihai"
"Nagai, Kafu"
"Nagel, Oskar"
"Naidu, Sarojini"
"Nair, Sir Chettur Sankaran"
"Naish, Ethel M."
"Nakashima, Tadashi"
"Nalan, Xingde"
"Nalty, Bernard C."
"Nankivell, Edward J. (Edward James)"
"Nanong, Balbino B."
"Nansen, Fridtjof"
"Nansen, Peter"
"Napheys, George H. (George Henry)"
"Napier, Charles"
"Napier, James"
"Napoleon I, Emperor of the French"
"Napoleon III, Emperor of the French"
"Naquet, Alfred"
"Narayanan, A. R."
"Nash, Thomas"
"Nash, Wallis"
"Nash, William H., Mrs."
"Nasmith, George G. (George Gallie)"
"Nasmyth, James"
"Nason, Frank Lewis"
"Nassau, Robert Hamill"
"Nathan, George Jean"
"Nathan, Robert"
"Nathorst, A. G. (Alfred Gabriel)"
"Nation, Carry Amelia"
"Natsume, Soseki"
"Nauman, Mary D."
"Naunton, Robert, Sir"
"Navarro, Juan de Esquivel"
"Naville, Ernest"
"Naylor, Charles Wesley"
"Naylor, Edward W. (Edward Woodall)"
"Naylor, H. R."
"Naylor, Robert Anderton"
"Neal, John"
"Neally, Amy"
"Nearing, Scott"
"Neef, Frederick-Emil"
"Negreiros, José Sobral de Almada"
"Negri, Ada"
"Negri, Antonio"
"Negri, Gaetano"
"Neihardt, John Gneisenau"
"Neikirk, Lewis Irving"
"Neil, Henry M. (Henry Moore)"
"Neil, Marion Harris"
"Neill, Alexander Sutherland"
"Neilson, William Allan"
"Nekrasov, Nikolai Alekseevich"
"Nelligan, Murray H."
"Nelson, Ernesto"
"Nelson, George"
"Nelson, H. William"
"Nelson, Horatio Nelson, Viscount"
"Nelson, Loveday A."
"Nelson, William S."
"Nemiroff, Robert J."
"Nemirovich-Danchenko, Vasilii Ivanovich"
"Nennius, active 796"
"Nerval, Gérard de"
"Nervander, Emil Fredrik"
"Nervander, Johan Jacob"
"Nesbit, E. (Edith)"
"Nesbit, Hume"
"Nesbit, Wilbur D. (Wilbur Dick)"
"Netherton, Ross De Witt"
"Netscher, Adriaan David van der Gon"
"Nettelbeck, Joachim"
"Neufeld, Charles"
"Neuhaus, Eugen"
"Neuhauser, Eduard"
"Neumann, Karl Eugen"
"Neupauer, Josef von"
"Neupauer, Josef"
"Neupauer, Joseph von"
"Neuray, Fernand"
"Nevill, Ralph"
"Neville, Emily"
"Neville, Henry"
"Neville, Kris"
"Neville, Richard"
"Nevinson, Henry Woodd"
"Nevinson, J. L. (John Lea)"
"Nevinson, Margaret Wynne"
"New, E. H. (Edmund Hort)"
"Newberry, Fannie E. (Fannie Ellsworth)"
"Newbigging, Thomas"
"Newbigin, Marion I. (Marion Isabel)"
"Newbolt, Henry John, Sir"
"Newbranch, Harvey Ellsworth"
"Newby, C. J., Mrs."
"Newcomb, Ambrose"
"Newcomb, Harvey"
"Newcomb, Simon"
"Newell, Jane H. (Jane Hancox)"
"Newell, Peter"
"Newell, R. H. (Robert Henry)"
"Newlin, William Henry"
"Newman, Charles Robert"
"Newman, E. M. (Edward Manuel)"
"Newman, Edward"
"Newman, Francis William"
"Newman, George A."
"Newman, John Henry"
"Newman, John Philip"
"Newman, John"
"Newman, Louis"
"Newmarch, Rosa"
"Newmark, Harris"
"Newnham-Davis, Lieut.-Col. (Nathaniel)"
"Newte, Horace W. C. (Horace Wykeham Can)"
"Newth, Samuel"
"Newton, A. Edward (Alfred Edward)"
"Newton, Caroline Clifford"
"Newton, Grace Clarke"
"Newton, Isaac, Sir"
"Newton, John, M.R.C.S.E."
"Newton, Joseph Fort"
"Newton, Richard Heber"
"Newton, Richard"
"Newton, Thomas Wodehouse Legh, Baron"
"Newton, W. Douglas (Wilfrid Douglas)"
"Newville, Leslie J."
"Niblo, George"
"Nichol, John"
"Nicholl, M. A."
"Nicholls, H. G. (Henry George)"
"Nichols, George Herbert Fosdike"
"Nichols, James T. (James Thomas)"
"Nichols, John Gough"
"Nichols, John"
"Nichols, Robert"
"Nicholson, Henry Alleyne"
"Nicholson, Meredith"
"Nicholson, Reynold Alleyne"
"Nicholson, William"
"Nickerson, Ansel D."
"Nicklin, J. A. (John Arnold)"
"Nicolardot, Louis"
"Nicolas, Nicholas Harris, Sir"
"Nicolay, Helen"
"Nicolay, John G. (John George)"
"Nicole, Gustave"
"Nicole, Pierre"
"Nicoll, Maurice"
"Nicoll, W. Robertson (William Robertson), Sir"
"Nicolle, Henri"
"Nicomedia, Arrian of"
"Niebuhr, Carl"
"Niecks, Frederick"
"Nield, Jonathan"
"Nielsen, Antonius"
"Nielsen, Peter, active 1922-1937"
"Nielsen, Roger"
"Nielsen, Zakarias"
"Niemann, August"
"Niemann, Karen"
"Niemetschek, Franz Xaver"
"Niemi, A. R."
"Niemi, Herman"
"Niemi, Vihtori"
"Niendorff, John"
"Nieritz, Gustav"
"Niese, Charlotte"
"Nieto Aguilar, José"
"Nietzsche, Friedrich Wilhelm"
"Nieuwenhuis, Anton Willem"
"Nievelt, Carel van"
"Nieves, Juan B."
"Niewiadomska, Cecylia"
"Nightingale, Florence"
"Nigrin, Jaroslav Victor"
"Nikolai-Ambrozy, Kubalski"
"Niké, Marcel"
"Niles, Henry Thayer"
"Nilsen, Anthon Bernhard Elias"
"Nilsson, Victor Alfred"
"Ninck, Johannes"
"Nion, François de"
"Nipote, Collodi"
"Nirvanas, Paulos"
"Nisbet, Hume"
"Nisbet, John"
"Nissinen, Alli"
"Nitobe, Inazo"
"Nitti, Francesco Saverio"
"Niven, Frederick"
"Nixon, Oliver W. (Oliver Woodson)"
"Nixon, Richard M. (Richard Milhous)"
"Nixon-Roulet, Mary F."
"Noad, Joseph"
"Noah, M. M. (Mordecai Manuel)"
"Noailles, Anna Elisabeth de Brancovan, comtesse de"
"Noake, John"
"Nobbs, Gilbert"
"Nobbs, Moses James"
"Nobili, Riccardo"
"Noble, Alfred"
"Noble, Henry George Stebbins"
"Nobre, António Pereira"
"Nock, Albert Jay"
"Nodier, Charles"
"Noe, A. H."
"Noe, Cotton"
"Noe, Sydney P."
"Noel, François"
"Nohl, Ludwig"
"Nolan, William F."
"Noll, Ray C."
"Noponen, Alpo"
"Nordau, Max Simon"
"Nordberg, Carl E. (Carl Edin)"
"Nordby, Conrad Hjalmar"
"Nordenskiöld, A. E. (Adolf Erik)"
"Nordhoff, Charles Bernard"
"Nordhoff, Charles"
